id,created_at,url,concepts,assets,timeframes,has_media,likes,retweets,views,text
2040020247315386401,Fri Apr 03 10:55:03 +0000 2026,https://x.com/Efloud/status/2040020247315386401,market_structure,,,False,12,1,656,@mustafa00698654 @0xKatsuyusama Ben tesekkur ederim anlayisin icin. Guzel memlekettesin tadini cikart. Zaten chill bi yapin var belli 😁🫂
2040022772819075393,Fri Apr 03 11:05:05 +0000 2026,https://x.com/Efloud/status/2040022772819075393,,,,False,11,0,615,@berkekrcm 😅🫂
2040022980239970441,Fri Apr 03 11:05:54 +0000 2026,https://x.com/Efloud/status/2040022980239970441,,,,False,18,0,553,@blue1785 @bit_osfer Başlangıç için bir tık ağır gelebilir brom ancak bahsettiğim konseptleri not alıp akabinde onlara çalıştıktan sonra bir kez daha izlerseniz kafanızda çoğu şey oturacaktır.
2040023543325364640,Fri Apr 03 11:08:09 +0000 2026,https://x.com/Efloud/status/2040023543325364640,risk_psychology,,,False,26,0,704,"Selamlar brom, doğru hatırlamışsın ama ıvır zıvır derken çok meşakkatli işmiş. 2 cilt tamam bu arada, 3. cildi tamamlıyoruz. O bitince editöre teslim edeceğim. 2026 yılı içerisinde en azından 2-3 cilt sizlerle buluşacak bir aksilik olmazsa, 4'ü de (psikoloji tarafı ağırlıklı olan) yazmaya başlayacağım 3. cilt biter bitmez.

Rica ederim, ne demek. Son zamanlarda analizlerin önümde düşüyor, maşallahın var. Söylemeden geçmeyeyim :)"
2040023806803058999,Fri Apr 03 11:09:12 +0000 2026,https://x.com/Efloud/status/2040023806803058999,,,,False,12,0,711,"@mustafa00698654 @0xKatsuyusama Bakacağım, bookmark'a alıyorum. Eline sağlık brom 🤝"
2040130892279017759,Fri Apr 03 18:14:43 +0000 2026,https://x.com/Efloud/status/2040130892279017759,,,,False,64,0,5632,"@tcctus @YouTube Haha ben degilim brom. @efebulduk videoda anlatimi yapan kisi. 

Ancak bence de mutlaka izleyin 🤝🏼 Değerli bilgiler bulacağınıza eminim"
2042499409359876474,Fri Apr 10 07:06:21 +0000 2026,https://x.com/Efloud/status/2042499409359876474,,,,False,11,0,782,"@EkmekciEmin27 @OKXTurkiye Estağfurullah, ne kusuru.
Nerede PMO'da alım yapmayı düşünüyorum diyorum güncel raporda?"
2042502031496110539,Fri Apr 10 07:16:46 +0000 2026,https://x.com/Efloud/status/2042502031496110539,,,,True,19,0,1575,@Essiloss @BemFunding https://t.co/zlUxeBS6uT
2042509623924535754,Fri Apr 10 07:46:56 +0000 2026,https://x.com/Efloud/status/2042509623924535754,dca_investing,,,False,133,9,16587,"MPA #06 yayında 🎬 

🔗 https://t.co/oiDHN7xQrH

 Yatırım tavsiyesi değildir, eğitim amaçlıdır. Keyifli seyirler."
2042509620892123352,Fri Apr 10 07:46:56 +0000 2026,https://x.com/Efloud/status/2042509620892123352,,,,True,389,28,63436,"MPA #06 — NEARUSDT Scalping Trade | Mixed Price Action Arts

MPA’nın altıncı videosu ile karşınızdayım.

Bu seride aldığım işlemlerin sebep-sonuç ilişkilerini, giriş mantığını ve süreç yönetimini en şeffaf haliyle anlatıyorum.  

Detaylar ve link bir aşağıdaki post'ta 👇"
2042510416228614522,Fri Apr 10 07:50:05 +0000 2026,https://x.com/Efloud/status/2042510416228614522,,,,False,12,1,404,"@smnprk71 Teşekkür ederim abi, hayırlı cumalar 🤝♥️"
2042515182295847191,Fri Apr 10 08:09:02 +0000 2026,https://x.com/Efloud/status/2042515182295847191,support_resistance|market_structure|macro_fa,,,True,303,23,54946,"$ZEC | Final & Yeni Fikir

Merhabalar,

Benim için keyifli bir süreç oldu. MPA serisinde bu işleme de değinmeyi düşünüyorum. Hem short hem long'dan güzel kârlar elde ettim. Neredeyse 2 aylık PnL hedefimi tek başına üstlendi #ZEC.

Sinyal niteliğinde paylaşımım olduğu için dikkate alanların da en güzel şekilde yararlandığını umuyorum. İlgili notlar grafik üzerinde mevcut.

Pozisyonumu tamamen kapatmış bulunuyorum. Umarım elinde tutanlar, olanlar için daha iyi seviyelere gider.

Kırmızı kutunun olduğu bölgeler, $321 civarı yeniden alım düşünebileceğim, marketin ve makro olayların kondisyonuna göre net bir trend içerisinde olmadığımız için alarm kurup confirmation'a bakacağım bir yer olacaktır. 

Direkt alım düşünenler, bence yarım R ile işlemlerini ""spot"" olarak devam ettirip akabinde confirmation ile tam R'a getirmeyi düşünebilirler.

Bir alt destek seviyelerine dair kurgular için alıntıladığım analize bakabilirsiniz.

Herkese bol kazançlar, hayırlı cumalar ve şimdiden güzel bir hafta sonu dilerim."
2042515957931753656,Fri Apr 10 08:12:07 +0000 2026,https://x.com/Efloud/status/2042515957931753656,,,,False,15,0,997,@Oguzhanderblock Rica ederim brom. İzleyip dönüş yapmış olman da hâlâ parçalamaya devam edebilen bir kardeşim olduğunun net kanıtlarından birisi benim için. Beğenmene sevindim 🤝♥️
2042530829050548382,Fri Apr 10 09:11:12 +0000 2026,https://x.com/Efloud/status/2042530829050548382,,,,False,24,0,1137,"@BkozCrypto Her zaman brocum, yerin zaten ayri bende ancak hak eden &amp; basarili trader’lari ben de onererek bilmeyen arkadaslarimiza firsat yaratmak istedim 🤝"
2042550962775040396,Fri Apr 10 10:31:12 +0000 2026,https://x.com/Efloud/status/2042550962775040396,,,,False,11,0,704,@orkoFX Artık senin nazarında bence işlerin ters gitme işlemi namümkün ama alışkanlığın da böylesi güzel işte abi :D
2042551063660687406,Fri Apr 10 10:31:36 +0000 2026,https://x.com/Efloud/status/2042551063660687406,,,,False,9,0,713,"@psychonautera Haha çok güzel görsel, eyvallah brocum :)"
2042582125275172935,Fri Apr 10 12:35:02 +0000 2026,https://x.com/Efloud/status/2042582125275172935,,,,False,34,0,3684,"@notimenoway Brocum herseyden evvel gecmis olsun. Maalesef gicik bir durum, ben de mucadele ediyorum son zamanlarda. Iyi de geldi bana. Senin de isine yaramis olmasina sevindim dogrusu 🙏🏼🫂"
2042582266006605888,Fri Apr 10 12:35:36 +0000 2026,https://x.com/Efloud/status/2042582266006605888,,,,False,10,0,509,@akbacrypto Simdiden iyi calismalar. Faydasini gormeni temenni ediyorum 🙏🏼
2042582349985067437,Fri Apr 10 12:35:56 +0000 2026,https://x.com/Efloud/status/2042582349985067437,,,,False,17,0,1045,"@Essiloss Tesekkur ederim kardesim, nacizane 🙂🙏🏼"
2042653337976205602,Fri Apr 10 17:18:01 +0000 2026,https://x.com/Efloud/status/2042653337976205602,,,,False,11,0,509,@sa_KiN_ce İyi seyirler abi :)
2042653394670678441,Fri Apr 10 17:18:14 +0000 2026,https://x.com/Efloud/status/2042653394670678441,,,,False,11,0,495,"@HK2712398077 Helal valla abi, tebrik ediyorum 👏"
2042653927963800004,Fri Apr 10 17:20:21 +0000 2026,https://x.com/Efloud/status/2042653927963800004,,,,False,68,0,1843,"@TheGunsslinger Biliyorsun zaten brom, ileride de kullanılabilecek güzel bir külliyat bırakıp hem şu an takip eden arkadaşlarımızı hem de gelecek nesillere fayda sağlamak.
Bu fayda esnasında, farklı perspektiflerden de yorumlamalar görülmesi adına sizlerin adını geçirmeden geçmek istemedim 🫂"
2042654115881193577,Fri Apr 10 17:21:06 +0000 2026,https://x.com/Efloud/status/2042654115881193577,,,,False,40,0,3645,"@0xanonimm Böyle geri dönüşler gerçekten çok mutlu ediyor beni de. Ne mutlu ikimize de. Tebrik ederim, güle güle harca 👏🤝"
2042701536690602056,Fri Apr 10 20:29:32 +0000 2026,https://x.com/Efloud/status/2042701536690602056,support_resistance,,,True,16,0,963,"Yine PMO'dan alım ile ilgili herhangi bir vurgu yok brocum.
2.5 hafta önce olan raporun güncellemesindeki kısmı (grafiğin altındaki notu) kastediyorsan, o taa 2.5 hafta önceden kalma bir not. Before - after yapmaya zorlanmayın diye paylaştım.

Not kısmını kastettiğini anlıyorum. Grafik üzerinde PMO bölgesinden sekmiş olarak gözüküyor fiyat ama neden grafikteki altta bulunan kesitte MO yazıyor demeyin diye sizle paylaşılmış bir uyarı ibaresi. Alım ile satım ile bir alakası yok. Vardı da 2.5 hafta önceydi.

Güncel rapordaki seviyelerimi takip edebilirsiniz özetle. Kolay gelsin."
2042710445677478151,Fri Apr 10 21:04:56 +0000 2026,https://x.com/Efloud/status/2042710445677478151,,,,False,12,0,597,@TraderSamG 🙏♥️
2042713072112918809,Fri Apr 10 21:15:22 +0000 2026,https://x.com/Efloud/status/2042713072112918809,supply_demand,,,False,11,0,825,"Teşekkür ederim. Bende sedef hastalığı yok, kortizol seviyesine bağlı egzamalar türedi. Onlara da işte gerek ilaçlarla gerekse stres azaltma metotları ile bir çözüm buluyorum yavaş yavaş. Lakin sedef hastalığı olan arkadaşlar sizden ilaç tavsiyesi alabilirler, arzu ederlerse. Size de çok geçmiş olsun."
2045067960474087470,Fri Apr 17 09:12:51 +0000 2026,https://x.com/Efloud/status/2045067960474087470,dca_investing,,,False,116,8,9005,"MPA #07 yayında 🎬

🔗 https://t.co/o3LlBeXWsk

Not: Yine videoyu kısa tutacağım dedikten sonra anlatmayı kesemeyip 30 dakikaya kadar sürdürmüşüm. 1.5x hıza alıp izlerseniz süre kısalıyor :D

Yatırım tavsiyesi değildir, eğitim amaçlıdır. Keyifli seyirler."
2045067956997038134,Fri Apr 17 09:12:51 +0000 2026,https://x.com/Efloud/status/2045067956997038134,,,,True,383,29,72196,"MPA #07 — COMPUSDT Hafta Sonu Manipülasyonu | Mixed Price Action Arts 

MPA’nın yedinci videosu huzurlarınızda.  

Bu seride aldığım işlemlerin sebep-sonuç ilişkilerini, giriş mantığını ve süreç yönetimini en şeffaf haliyle anlatıyorum.

Detaylar ve link bir aşağıdaki post'ta 👇"
2045072108103901314,Fri Apr 17 09:29:20 +0000 2026,https://x.com/Efloud/status/2045072108103901314,,,,False,13,0,540,@borsa_ogretmeni Hahaha
2045072209056559207,Fri Apr 17 09:29:44 +0000 2026,https://x.com/Efloud/status/2045072209056559207,,,,True,20,0,883,@yigitalagozoglu Yakında https://t.co/wOPIioPBXf
2045072501525426556,Fri Apr 17 09:30:54 +0000 2026,https://x.com/Efloud/status/2045072501525426556,,,,False,32,0,945,@skewChart Bende de her videonun sonunda yine tutamadım kendimi tebessümü oluyor :)
2045075560523603997,Fri Apr 17 09:43:03 +0000 2026,https://x.com/Efloud/status/2045075560523603997,,,,False,28,0,1245,@herculestradefx Ben de gurur duyuyorum ve duydum kardeşim. Maşallah sana/size 👏🤝
2045077604223328601,Fri Apr 17 09:51:11 +0000 2026,https://x.com/Efloud/status/2045077604223328601,dca_investing,,,False,23,0,873,@tolkunflex Ben de senin podcast'in yeni bölümünü kardiyoya saklıyorum. Hayırlı cumalar kardeşim 🫂
2045083657740656912,Fri Apr 17 10:15:14 +0000 2026,https://x.com/Efloud/status/2045083657740656912,,,,False,37,0,3414,"@patraderyigit Senin seveceğin içerikler, konular var videoda. Boş vaktinde aç brocum, eski günleri yâd edersin 😁🫂"
2045112693699318176,Fri Apr 17 12:10:37 +0000 2026,https://x.com/Efloud/status/2045112693699318176,,,,False,14,0,573,"@Cryptonite__s Merhaba, takip ettiğim bir hisse değil"
2045113297444159874,Fri Apr 17 12:13:01 +0000 2026,https://x.com/Efloud/status/2045113297444159874,macro_fa,,,False,18,2,574,"@Cryptonite__s Yine de yorumsuz şekilde basit bir grafik bırakayım, 2 defa sormuşsun :)
https://t.co/FZ8tw52SFk"
2045141710661972421,Fri Apr 17 14:05:55 +0000 2026,https://x.com/Efloud/status/2045141710661972421,,,,False,40,0,2141,@scanprops Prop trading merak eden veya sektorun icinde olan arkadaslarimiz icin aramizdan birilerinin guzel bir firsat sundugu gundeyiz. Izlemenizi tavsiye ederim 🤝
2045143663664050381,Fri Apr 17 14:13:41 +0000 2026,https://x.com/Efloud/status/2045143663664050381,,,,False,85,0,4789,"@dotiryaki Aynen öyle. Bu platformun en güzel tarafı, tam olarak doğru insanlarla karşılaşınca hem işin hem hayatın güzelleşmesi. Senin de bu yolculuktaki katkın ve duruşun çok kıymetli. Yürümeye devam 🤝"
2045148853154770952,Fri Apr 17 14:34:18 +0000 2026,https://x.com/Efloud/status/2045148853154770952,,,,False,37,0,2263,"@Essiloss Pozisyon yönetimine dair çok güzel bir örnek, eline sağlık kardeşim 🤝👏"
2045161407641944494,Fri Apr 17 15:24:11 +0000 2026,https://x.com/Efloud/status/2045161407641944494,,,,False,18,0,1447,@dotiryaki 🫂
2045163195443065329,Fri Apr 17 15:31:17 +0000 2026,https://x.com/Efloud/status/2045163195443065329,support_resistance|market_structure|breakout_close|risk_psychology,,,True,234,9,32500,"$RENDER | Update

Greetings,

You can see both English and Turkish notes on the chart. Additionally, if you would like to access the Turkish 🇹🇷 version of this analysis, please check the second post. Since I started this analysis in English, I will continue accordingly.

What Has Happened Since the Previous Analysis: 
Following the $1.75 breakdown, the price tested the $1.58 support, where I took partial profit. However, the price resumed its climb without reaching my preferred support level $1.42 and my remaining position got stopped out above the blue box. This trade concluded with a minimal loss.

I told that, with a close above the blue box, I expected the price to head toward $2.15. Unfortunately, the price reversed at $2.12 this time and did not reach my take-profit level. However, I am still holding my position.

Current Thoughts: 
I consider the blue box as the current support zone and as long as it holds, I do not see a negative outlook for the price. I am looking to take a significant portion of my profit around $2.15.

If the market turns negative, I will not consider any new entries until $1.42 support zone that I mentioned in the previous analysis.

To avoid a repeat of what happened with my short position in the prior analysis, I am currently running a stop at entry. However, if I get stopped out, I will revisit the chart and attempt to re-enter on any potential bullish signals (confirmations) around $1.893. 
As I said, I do not have a bearish outlook unless the blue box is lost.

Wishing everyone a wonderful weekend ahead."
2045163199251578900,Fri Apr 17 15:31:18 +0000 2026,https://x.com/Efloud/status/2045163199251578900,,,,False,30,1,9637,"For the Turkish Version 👇

https://t.co/uWN5JUqEWb"
2045168582129066381,Fri Apr 17 15:52:42 +0000 2026,https://x.com/Efloud/status/2045168582129066381,,BTC|ETH,HTF,True,509,26,77104,"$BTC | HTF Update - Satış Bildirisi

Grafiğin üzerinde yazan notlardan da göreceğiniz üzere bir süredir #BTC tarafında spot olarak ürün taşımaktayım.
Bu süreçte scalping işlemler harici $BTC tarafına vadeli trade'lerde dokunmadım.

$ETH long pozisyonumu biliyorsunuz. $2300 civarını kaybetmedikçe negatif bir durum olmadığını ve long pozisyonumu taşımaya devam ettiğimi iletmiştim.
https://t.co/U0JMCKdyfz

Spot pozisyonlarımda, daha önceden oluşturduğum strateji gereği ve sizle paylaştığım dirence gelinmesinden ötürü $78K'den %40 kâr realize ettim. Kalanı da gelirse $80K-82K arasına dağıtarak satacağım.

Hem @OKXTurkiye araştırma raporundaki analizlerimi takip edenler hem de X platformundaki analizlerimi takip edenler için genel bir güncelleme olsun 🤝

Herkese güzel bir hafta sonu, trade'lerinde başarılar diliyorum."
2045168704896340046,Fri Apr 17 15:53:11 +0000 2026,https://x.com/Efloud/status/2045168704896340046,,,,False,13,1,520,"@bhindthecloud Evet, bahsettiğim seviyelere ve çevresine odaklanabilirsiniz."
2045168776144994529,Fri Apr 17 15:53:28 +0000 2026,https://x.com/Efloud/status/2045168776144994529,,,,False,14,0,462,@xmRipper Eline sağlık senin de brom. Umarım pozitif ilerleyiş devam eder.
2045169101572559282,Fri Apr 17 15:54:45 +0000 2026,https://x.com/Efloud/status/2045169101572559282,,,,False,13,0,448,"@kriptoyusuf01 Geçmiş olsun kardeşim, duyduğuma gerçekten üzüldüm. Bazen biraz geri çekilip soluklanmak, izleyici modda kalmak daha hayırlı olabiliyor. Tez vakitte sıkıntılarını atlatmanı ve güzel günlerine geri gelmeni temenni ediyorum 🙏"
2045169450333130781,Fri Apr 17 15:56:09 +0000 2026,https://x.com/Efloud/status/2045169450333130781,support_resistance|dca_investing,,,False,16,0,494,"@Mkrmncb İmkansız değil ama şu kondisyonlarda çok zor gibi 🥲
Benim eskisi kadar inancım kalmadığı için yatırımlık olan ürünlerimi uygun bölgelerde sattım. 
Dilerim, yatırımı olan arkadaşlar çok güzel kazanırlar 🤝"
2045169932271243658,Fri Apr 17 15:58:03 +0000 2026,https://x.com/Efloud/status/2045169932271243658,,,,False,25,0,1484,"@Essiloss ENDER &gt; RENDER*

Rica ederim brocum, inşallah :)"
2045170387109998820,Fri Apr 17 15:59:52 +0000 2026,https://x.com/Efloud/status/2045170387109998820,,BTC,,False,20,0,929,@Kemalerdilx Eş zamanlı olarak $BTC ile birlikte finalize etmeyi düşünüyorum. Şimdilik $2605 civarları diyeyim.
2045171029526364240,Fri Apr 17 16:02:25 +0000 2026,https://x.com/Efloud/status/2045171029526364240,support_resistance,,,False,24,0,985,"@HK2712398077 Giriş yerleri vs çok güzel ama oralara kadar gider mi emin değilim. Saçma sapan bir haber yüzünden olması gerekenden çok düştü.
Ben olsam 0.5 yazan bölge ve biraz üzerilerini hedef alırdım 🤝"
2045171124565053762,Fri Apr 17 16:02:48 +0000 2026,https://x.com/Efloud/status/2045171124565053762,,,,False,16,0,991,@GRRRIZZLYBEARR 😁
2045171362797429108,Fri Apr 17 16:03:44 +0000 2026,https://x.com/Efloud/status/2045171362797429108,,,,False,13,0,1610,"@LastCoin_Bender ""ethereum:0x1789e0043623282d5dcc7f213d703c6d8bafbb04""

Bu nedir brom? LINEA token mı?"
2045177312874754365,Fri Apr 17 16:27:23 +0000 2026,https://x.com/Efloud/status/2045177312874754365,,,,False,24,0,967,"@tcctus @YouTube Rica ederim, güzel yorumun için ben de teşekkür ederim :)"
2045177848802029790,Fri Apr 17 16:29:31 +0000 2026,https://x.com/Efloud/status/2045177848802029790,support_resistance|breakout_close|range_regime,,,False,23,1,15956,"$LINEA: https://t.co/btEOH1uXAi

Budur heralde.
Range high'ına gelmiş gözüküyor. Breakout mumu ile kırdıktan sonra burayı destek haline getirebilirse biraz zorlanabilir ama yükselişi açısından en pozitif emare bu olacaktır. Elimde olsaydı ve çıkış yeri düşünseydim muhtemelen kırmızı çizgili aralığı tercih ederdim."
2045179736662364341,Fri Apr 17 16:37:01 +0000 2026,https://x.com/Efloud/status/2045179736662364341,,,,False,22,1,825,"@arthur_marrow $PUMP: https://t.co/QxRZd8WsTP

Buyur kardeşim. Güzel bir direncini kırmış gözüküyor. Orayı kaybetmedikçe negatif düşünmeye gerek yok diye düşünüyorum."
2045180538286170542,Fri Apr 17 16:40:12 +0000 2026,https://x.com/Efloud/status/2045180538286170542,support_resistance,,,False,25,2,1382,"$DXY: https://t.co/Z43ePrcenG

Merhabalar brom, bol kazançlar hepimize.
Önemli bir desteğine gelmiş gözüküyor. Buradan destek bulursa Open/Closed Actual Gap aralığı direnç görevi üstlenebilir. Pazartesi gelecek mum ile gapli şekilde aşağı açarsa veya pazartesi bu bölgeyi kaybederse 97 civarlarına kadar düşüş devam edecek düşüncesindeyim."
2045181243239616811,Fri Apr 17 16:43:00 +0000 2026,https://x.com/Efloud/status/2045181243239616811,support_resistance|risk_psychology,BTC|ETH,,False,27,1,1288,"BTC 80-82K short'ta direkt BTC'nin tepeden dönüşünü (benim için tepe olan noktalara) hedef alırsın. Daha straightforward bir hedge, spot BTC pozisyonunu korur. Ama BTC o bölgeyi kırıp devam ederse stop yersin ve hedge işlevini kaybedersin.

ETHBTC 0.0325 short'ta ise BTC'nin kendisine değil, ETH'nin BTC'ye göre outperformance yapmasını düşünüyorsun. Daha niş bir trade ve spot hedge olarak dolaylı kalıyor. ETH relative olarak güçleniyorsa mantıklı ama senin hedge etmek istediğin şey BTC spot ise, bu biraz dolambaçlı bir yol.

Amacın spot hedge ise BTC short daha temiz ve direkt bir hedge. ETHBTC trade'i ayrı bir tez, onu ayrı değerlendirirdim. İkisini birbirine karıştırmamak lazım çünkü hedge'in amacı net olmak, karmaşıklık eklemek değil."
2045181479358017877,Fri Apr 17 16:43:56 +0000 2026,https://x.com/Efloud/status/2045181479358017877,support_resistance,,,False,70,0,2146,"@LastCoin_Bender Estağfurullah, gücüm/bilgim yettiğince ve gördüğüm tüm sorulara cevap atmaya çalışıyorum. Cevap veremediklerim darılıp gücenmesin - ya konuyu bilmiyorumdur ya da mesajı görmemişimdir. Bu vesileyle sana da hem destek olma çabandan hem de güzel mesajından ötürü teşekkür ederim 🫂"
2045181616104882400,Fri Apr 17 16:44:29 +0000 2026,https://x.com/Efloud/status/2045181616104882400,,,,False,16,0,602,@Mehmetgizikk Sağ olasın brom. Gönder gelsin tez vakitte. Merakla bekliyorum :)
2045181961585508566,Fri Apr 17 16:45:51 +0000 2026,https://x.com/Efloud/status/2045181961585508566,support_resistance,DOGE,,False,32,2,1783,"$DOGE: https://t.co/LvIzj1iRsS

Güzel bir direnci kırdı, kırmızı kesikli çizgi destek konuma evrildi. Yeşil kutuyu kaybetmediği müddetçe swing anlamda pozitifliğini koruyacaktır diye düşünüyorum. Gariptir, son günlerde meme token'ların grafikleri diğer altcoin'lere nazaran daha iyi duruyor."
2045183567504826436,Fri Apr 17 16:52:14 +0000 2026,https://x.com/Efloud/status/2045183567504826436,,,,True,560,3,29299,Eşiniz aynı zamanda takipçiniz ise :D https://t.co/iY2hVWdQqS
2045186590952083624,Fri Apr 17 17:04:15 +0000 2026,https://x.com/Efloud/status/2045186590952083624,,,,False,80,0,3914,"@AnkhmegA Birbirimize söz vermiştik, 1 milyon dolar kâr görünce erken satacağız diye. O sebeple"
2045189550176116803,Fri Apr 17 17:16:01 +0000 2026,https://x.com/Efloud/status/2045189550176116803,market_structure,,,True,20,1,2787,"Buyrun: https://t.co/VKT3ecNiuB

Ek olarak bir güncellemem yok, iki pozisyonum da kapandı. PLTR ile ilgili alım yerlerine dair fikrim devam ediyor.

$NKE: https://t.co/VJfwQKAfyJ
$PLTR: https://t.co/4x8iI6QdLt

NKE'dan kâr aldıktan sonra kalan kısım overall'da zararsız kapandı, PLTR ise iyi bir kâr ile. Güncel grafikleri de üstte görebilirsiniz. Kolay gelsin."
2045189617989693920,Fri Apr 17 17:16:17 +0000 2026,https://x.com/Efloud/status/2045189617989693920,,,,False,13,0,847,"@yil2026senhala Rica ederim. Buyrun
https://t.co/h4lOf07MJ6"
2045190300700647886,Fri Apr 17 17:19:00 +0000 2026,https://x.com/Efloud/status/2045190300700647886,support_resistance|supply_demand|risk_psychology,,,False,21,0,865,"Yeni bir dip beklentim yok ancak OKX Türkiye ile olan raporda da analiz ettiğim seviyeler ile gelecek aksiyonları kovalayacağım.
 
Benim tarzım şu değil, ""80 geldi burası tepe, bundan sonra 42 gelecek"". Benim tarzım destek gördüğüm yerlerden parçalı toplarım, direnç gördüğüm yerlerden parçalı satarım. Destek gördüğüm yerler kırılırsa uygun bölgelerini kaybederse stop ederim, bir aşağıdaki desteğini beklerim.

Bu minvalde son paylaştığım raporda hangi bölgeleri kaybederse nereler gelebilir yazdım, kontrol etmek isterseniz profilimde mevcut."
2045190696265474310,Fri Apr 17 17:20:34 +0000 2026,https://x.com/Efloud/status/2045190696265474310,,,,False,18,0,1079,"@cryptotiks Teşekkür ederim, kazancımız bol olsun diyelim öyleyse 🙂🤝"
2045227482085839189,Fri Apr 17 19:46:44 +0000 2026,https://x.com/Efloud/status/2045227482085839189,,,,False,53,0,6716,"@tedoksan Hahah yok bu arkadasi yeni engellemedim, cekilis fraud hesaplardan biriydi yanlis hatirlamiyorsam"
2045239674214494511,Fri Apr 17 20:35:11 +0000 2026,https://x.com/Efloud/status/2045239674214494511,,,,False,19,0,1119,"@BkozCrypto İyi seyirler brocum, neşen daim olsun 🤝🫂"
2045254481219051911,Fri Apr 17 21:34:01 +0000 2026,https://x.com/Efloud/status/2045254481219051911,,,,True,34,0,1742,"@bit_osfer Eksik olma brom, teşekkür ederim :) https://t.co/mGKuLrsMlu"
2045260715418947658,Fri Apr 17 21:58:48 +0000 2026,https://x.com/Efloud/status/2045260715418947658,,,,True,24,1,28401,"Haha TradingView alarmım gibi oldun brom, eksik olma. Short'tayım. Hatta size bugün MPA videosu hazırlarken bu pozisyona da değinmek için ekran görüntüsü almıştım.

Biraz daha düşünce $322'ye gelince 50% TP alacağım. Duruma göre confirmation ile birlikte tamamen kapatıp kısa vadeli bir long düşüncesine geçebilirim.

Ama asıl alım düşündüğüm yerler $260 ve çevresi"
2045261944324489222,Fri Apr 17 22:03:41 +0000 2026,https://x.com/Efloud/status/2045261944324489222,,,,False,34,0,4384,"@BtaCry Benim takip ettiğim borsada (OKX) $322.42 low seviyesi, o sebeple alarmım ötmedi - pozisyon trigger'lanmadı. Tatsız olmuş senin hadise, 1.7%'lik bir scalp atabilirmişsin.."
2045262145156206906,Fri Apr 17 22:04:29 +0000 2026,https://x.com/Efloud/status/2045262145156206906,,,,False,20,0,2038,"@GunduzMirzezade @ulvisteri @bit_osfer Aksine ben Binance ATH'da satıyorum, düşerse alacağım yerler şuralar buralar diye belirtmiştim. Üstteki mesajda da alabileceğim aksiyon silsilesi yazıyor. Son 2 analizim ve üstteki mesaj ziyadesiyle yeterli olur."
